title,url,author,date_published,categories,word_count,sentiment_score,content,scraped_at
Local liquidity in banking sector rises to EGP 13.68trn in October 2025,https://www.dailynewsegypt.com/2025/12/06/local-liquidity-in-banking-sector-rises-to-egp-13-68trn-in-october-2025/,,2025-12-06,,319,0.0,"The Central Bank of Egypt (CBE) has reported an increase in total local liquidity within the banking sector, reaching EGP 13.686trn in October 2025, up from EGP 13.622trn in September.
According to the CBE’s latest report, money supply (M2) rose to EGP 3.679trn, compared to EGP 3.637trn a month earlier. Currency in circulation outside the banking system also increased to EGP 1.429trn, up from EGP 1.418trn in September.
The report showed that non-government local currency deposits held at banks operating in the domestic market climbed to EGP 9.264trn in October, compared to EGP 9.157trn in September.
Demand deposits in local currency rose to EGP 2.250trn, up from EGP 2.219trn in the previous month. Of this total, the public business sector accounted for EGP 101.729bn, the private business sector held EGP 1.193trn, while the household sector accounted for EGP 954.994bn.
Time deposits and savings certificates in local currency increased to EGP 7.014trn, compared to EGP 6.938trn in September. The public business sector held EGP 64.013bn, the private business sector EGP 371.116bn, while the household sector dominated with EGP 6.579trn.
Foreign currency deposits
Meanwhile, CBE data showed a decline in non-government deposits denominated in foreign currencies, falling to the equivalent of EGP 2.992trn in October, down from the equivalent of EGP 3.047trn a month earlier.
Demand deposits in foreign currencies decreased to the equivalent of EGP 742.137bn, compared to EGP 749.981bn in September. Of this amount, the public business sector held the equivalent of EGP 35.311bn, the private business sector accounted for EGP 501.031bn, while the household sector held the equivalent of EGP 205.916bn.
As for time deposits and savings certificates in foreign currencies, they declined to the equivalent of EGP 2.250trn, from the equivalent of EGP 2.297trn a month earlier. The public business sector held the equivalent of EGP 153.383bn, the private business sector EGP 504.296bn, while the household sector held the largest share at the equivalent of EGP 1.592trn.",2025-12-07T09:22:18.568307
"United Bank to roll out specialised healthcare financing packages, including green financing: Kashmiry",https://www.dailynewsegypt.com/2025/12/06/united-bank-to-roll-out-specialised-healthcare-financing-packages-including-green-financing-kashmiry/,,2025-12-06,,421,0.0,"Nevine Kashmiry, Deputy Managing Director for Business Sectors at United Bank, announced that the bank is preparing to introduce a suite of specialised financing products tailored to the healthcare sector. These include a high-tech medical equipment financing product with flexible repayment plans suited to the operational dynamics of healthcare institutions, as well as dedicated financing programmes enabling doctors and pharmacists to establish or expand specialised clinics and medical centres. The bank will also introduce green financing bundles to support energy-efficiency initiatives and sustainable operations within healthcare facilities.
Kashmiry made her remarks during her participation in the second annual Healthcare Investment Summit, attended by Deputy Prime Minister and Minister of Health and Population Khaled Abdel Ghaffar; Minister of Finance Ahmed Kouchouk; and Ghada Tawfik, Assistant Governor of the Central Bank of Egypt for Corporate Social Responsibility.
The summit addressed a wide range of themes, including government efforts to stimulate investment in healthcare services; emerging opportunities for investors amid economic recovery and state-led incentives; and the localisation of medical industries supported by exchange-rate stability. Discussions also covered mechanisms for enhancing healthcare capacity to meet rising demand while managing cost and pricing pressures, as well as pathways for strengthened cooperation among the public, private and banking sectors to elevate service quality nationwide. The event further examined the growing role of banks and financial institutions in delivering products that support the expansion and accessibility of healthcare services and drive investment in this high-potential sector.
Kashmiry emphasised that healthcare and medical services financing sits at the core of United Bank’s strategy to support sustainable economic and social development. This includes financing hospital expansions, specialised medical centres, diagnostic laboratories and pharmacies, through tailored solutions for SMEs and retail financing programmes designed Specifically for doctors and pharmacists. She also highlighted the bank’s support for medical technology companies, a segment that has seen significant growth over the past three years amid rising demand for expansion, modernisation and digital transformation across the sector.
She explained that United Bank’s healthcare financing strategy is built around three pillars: supporting the expansion and development of hospitals and medical centres—particularly in governorates with limited specialised services; advancing digital health transformation; and empowering medical professionals and healthcare entrepreneurs through customised SME financing programmes covering medical equipment, laboratories and pharmaceutical services.
Kashmiry noted that United Bank is a committed development partner to the healthcare sector nationwide, pointing to the bank’s participation in 21 national initiatives and projects supporting healthcare services in cooperation with the Ministry of Health, the Tahya Misr Fund and various civil society organisations.",2025-12-07T09:22:24.281219
Social Housing Fund doubles CIB’s mortgage finance allocation to EGP 12bn,https://www.dailynewsegypt.com/2025/12/06/social-housing-fund-doubles-cibs-mortgage-finance-allocation-to-egp-12bn/,,2025-12-06,,366,0.8621039986610413,"The Social Housing and Mortgage Finance Fund has signed a cooperation protocol with CIB–Egypt, one of the country’s largest private-sector banks, to expand joint efforts in mortgage financing and support beneficiaries of the Fund’s housing programmes targeting low- and middle-income citizens.
The protocol was signed by May Abdel Hamid, CEO of the Social Housing and Mortgage Finance Fund, and Islam Zekry, Group CFO, COO and Executive Board Member at CIB, in the presence of senior bank and Fund officials, including Yasser Abdallah, Deputy CEO for Retail and SME Banking; Ahmed El-Shafie, Head of Mortgage Business and National Sales; Shehab Mamdouh, Head of the Mortgage Finance Division; and Omnia El-Maadawy, General Manager of the Fund’s Support Department.
Following the signing, Abdel Hamid emphasised that CIB remains one of the Fund’s key strategic partners in expanding access to mortgage finance for low- and middle-income applicants seeking housing units across its nationwide offerings. She noted that the Fund continues to deepen cooperation with the banking sector to facilitate homeownership under the presidential housing initiative.
Abdel Hamid added that the new protocol raises the financial envelope allocated to CIB by an additional EGP 6bn, effectively doubling the bank’s total mortgage finance allocation under the programme to EGP 12bn.
For his part, Zekry said the protocol reflects CIB’s long-standing commitment to supporting mortgage programmes designed for low- and middle-income households. He noted that the bank is working to streamline procedures and improve accessibility through affordable and transparent financing mechanisms.
Yasser Abdallah praised the pivotal role played by the Social Housing Fund in meeting the housing aspirations of young people across Egypt’s governorates. He reaffirmed CIB’s dedication to supporting mortgage initiatives since their inception, in line with the Central Bank of Egypt’s vision and the bank’s broader social and economic sustainability principles.
Ahmed El-Shafie highlighted CIB’s strong performance in the mortgage sector, noting that the bank’s mortgage portfolio for low- and middle-income customers has reached EGP 6bn, serving more than 34,000 beneficiaries.
At the conclusion of the signing ceremony, both parties expressed their commitment to maintaining and expanding their collaboration, confirming that the new protocol represents another step towards enhancing joint efforts in the coming period to support citizens seeking affordable housing.",2025-12-07T09:22:35.313234
Local liquidity in banking sector rises to EGP 13.68trn in October 2025,https://www.dailynewsegypt.com/2025/12/06/local-liquidity-in-banking-sector-rises-to-egp-13-68trn-in-october-2025/,,2025-12-06,,319,0.0,"The Central Bank of Egypt (CBE) has reported an increase in total local liquidity within the banking sector, reaching EGP 13.686trn in October 2025, up from EGP 13.622trn in September.
According to the CBE’s latest report, money supply (M2) rose to EGP 3.679trn, compared to EGP 3.637trn a month earlier. Currency in circulation outside the banking system also increased to EGP 1.429trn, up from EGP 1.418trn in September.
The report showed that non-government local currency deposits held at banks operating in the domestic market climbed to EGP 9.264trn in October, compared to EGP 9.157trn in September.
Demand deposits in local currency rose to EGP 2.250trn, up from EGP 2.219trn in the previous month. Of this total, the public business sector accounted for EGP 101.729bn, the private business sector held EGP 1.193trn, while the household sector accounted for EGP 954.994bn.
Time deposits and savings certificates in local currency increased to EGP 7.014trn, compared to EGP 6.938trn in September. The public business sector held EGP 64.013bn, the private business sector EGP 371.116bn, while the household sector dominated with EGP 6.579trn.
Foreign currency deposits
Meanwhile, CBE data showed a decline in non-government deposits denominated in foreign currencies, falling to the equivalent of EGP 2.992trn in October, down from the equivalent of EGP 3.047trn a month earlier.
Demand deposits in foreign currencies decreased to the equivalent of EGP 742.137bn, compared to EGP 749.981bn in September. Of this amount, the public business sector held the equivalent of EGP 35.311bn, the private business sector accounted for EGP 501.031bn, while the household sector held the equivalent of EGP 205.916bn.
As for time deposits and savings certificates in foreign currencies, they declined to the equivalent of EGP 2.250trn, from the equivalent of EGP 2.297trn a month earlier. The public business sector held the equivalent of EGP 153.383bn, the private business sector EGP 504.296bn, while the household sector held the largest share at the equivalent of EGP 1.592trn.",2025-12-07T09:24:29.425661
Local liquidity in banking sector rises to EGP 13.68trn in October 2025,https://www.dailynewsegypt.com/2025/12/06/local-liquidity-in-banking-sector-rises-to-egp-13-68trn-in-october-2025/,,2025-12-06,,319,0.0,"The Central Bank of Egypt (CBE) has reported an increase in total local liquidity within the banking sector, reaching EGP 13.686trn in October 2025, up from EGP 13.622trn in September.
According to the CBE’s latest report, money supply (M2) rose to EGP 3.679trn, compared to EGP 3.637trn a month earlier. Currency in circulation outside the banking system also increased to EGP 1.429trn, up from EGP 1.418trn in September.
The report showed that non-government local currency deposits held at banks operating in the domestic market climbed to EGP 9.264trn in October, compared to EGP 9.157trn in September.
Demand deposits in local currency rose to EGP 2.250trn, up from EGP 2.219trn in the previous month. Of this total, the public business sector accounted for EGP 101.729bn, the private business sector held EGP 1.193trn, while the household sector accounted for EGP 954.994bn.
Time deposits and savings certificates in local currency increased to EGP 7.014trn, compared to EGP 6.938trn in September. The public business sector held EGP 64.013bn, the private business sector EGP 371.116bn, while the household sector dominated with EGP 6.579trn.
Foreign currency deposits
Meanwhile, CBE data showed a decline in non-government deposits denominated in foreign currencies, falling to the equivalent of EGP 2.992trn in October, down from the equivalent of EGP 3.047trn a month earlier.
Demand deposits in foreign currencies decreased to the equivalent of EGP 742.137bn, compared to EGP 749.981bn in September. Of this amount, the public business sector held the equivalent of EGP 35.311bn, the private business sector accounted for EGP 501.031bn, while the household sector held the equivalent of EGP 205.916bn.
As for time deposits and savings certificates in foreign currencies, they declined to the equivalent of EGP 2.250trn, from the equivalent of EGP 2.297trn a month earlier. The public business sector held the equivalent of EGP 153.383bn, the private business sector EGP 504.296bn, while the household sector held the largest share at the equivalent of EGP 1.592trn.",2025-12-07T09:25:22.008211
"United Bank to roll out specialised healthcare financing packages, including green financing: Kashmiry",https://www.dailynewsegypt.com/2025/12/06/united-bank-to-roll-out-specialised-healthcare-financing-packages-including-green-financing-kashmiry/,,2025-12-06,,421,0.0,"Nevine Kashmiry, Deputy Managing Director for Business Sectors at United Bank, announced that the bank is preparing to introduce a suite of specialised financing products tailored to the healthcare sector. These include a high-tech medical equipment financing product with flexible repayment plans suited to the operational dynamics of healthcare institutions, as well as dedicated financing programmes enabling doctors and pharmacists to establish or expand specialised clinics and medical centres. The bank will also introduce green financing bundles to support energy-efficiency initiatives and sustainable operations within healthcare facilities.
Kashmiry made her remarks during her participation in the second annual Healthcare Investment Summit, attended by Deputy Prime Minister and Minister of Health and Population Khaled Abdel Ghaffar; Minister of Finance Ahmed Kouchouk; and Ghada Tawfik, Assistant Governor of the Central Bank of Egypt for Corporate Social Responsibility.
The summit addressed a wide range of themes, including government efforts to stimulate investment in healthcare services; emerging opportunities for investors amid economic recovery and state-led incentives; and the localisation of medical industries supported by exchange-rate stability. Discussions also covered mechanisms for enhancing healthcare capacity to meet rising demand while managing cost and pricing pressures, as well as pathways for strengthened cooperation among the public, private and banking sectors to elevate service quality nationwide. The event further examined the growing role of banks and financial institutions in delivering products that support the expansion and accessibility of healthcare services and drive investment in this high-potential sector.
Kashmiry emphasised that healthcare and medical services financing sits at the core of United Bank’s strategy to support sustainable economic and social development. This includes financing hospital expansions, specialised medical centres, diagnostic laboratories and pharmacies, through tailored solutions for SMEs and retail financing programmes designed Specifically for doctors and pharmacists. She also highlighted the bank’s support for medical technology companies, a segment that has seen significant growth over the past three years amid rising demand for expansion, modernisation and digital transformation across the sector.
She explained that United Bank’s healthcare financing strategy is built around three pillars: supporting the expansion and development of hospitals and medical centres—particularly in governorates with limited specialised services; advancing digital health transformation; and empowering medical professionals and healthcare entrepreneurs through customised SME financing programmes covering medical equipment, laboratories and pharmaceutical services.
Kashmiry noted that United Bank is a committed development partner to the healthcare sector nationwide, pointing to the bank’s participation in 21 national initiatives and projects supporting healthcare services in cooperation with the Ministry of Health, the Tahya Misr Fund and various civil society organisations.",2025-12-07T09:25:27.058181
Social Housing Fund doubles CIB’s mortgage finance allocation to EGP 12bn,https://www.dailynewsegypt.com/2025/12/06/social-housing-fund-doubles-cibs-mortgage-finance-allocation-to-egp-12bn/,,2025-12-06,,366,0.8621039986610413,"The Social Housing and Mortgage Finance Fund has signed a cooperation protocol with CIB–Egypt, one of the country’s largest private-sector banks, to expand joint efforts in mortgage financing and support beneficiaries of the Fund’s housing programmes targeting low- and middle-income citizens.
The protocol was signed by May Abdel Hamid, CEO of the Social Housing and Mortgage Finance Fund, and Islam Zekry, Group CFO, COO and Executive Board Member at CIB, in the presence of senior bank and Fund officials, including Yasser Abdallah, Deputy CEO for Retail and SME Banking; Ahmed El-Shafie, Head of Mortgage Business and National Sales; Shehab Mamdouh, Head of the Mortgage Finance Division; and Omnia El-Maadawy, General Manager of the Fund’s Support Department.
Following the signing, Abdel Hamid emphasised that CIB remains one of the Fund’s key strategic partners in expanding access to mortgage finance for low- and middle-income applicants seeking housing units across its nationwide offerings. She noted that the Fund continues to deepen cooperation with the banking sector to facilitate homeownership under the presidential housing initiative.
Abdel Hamid added that the new protocol raises the financial envelope allocated to CIB by an additional EGP 6bn, effectively doubling the bank’s total mortgage finance allocation under the programme to EGP 12bn.
For his part, Zekry said the protocol reflects CIB’s long-standing commitment to supporting mortgage programmes designed for low- and middle-income households. He noted that the bank is working to streamline procedures and improve accessibility through affordable and transparent financing mechanisms.
Yasser Abdallah praised the pivotal role played by the Social Housing Fund in meeting the housing aspirations of young people across Egypt’s governorates. He reaffirmed CIB’s dedication to supporting mortgage initiatives since their inception, in line with the Central Bank of Egypt’s vision and the bank’s broader social and economic sustainability principles.
Ahmed El-Shafie highlighted CIB’s strong performance in the mortgage sector, noting that the bank’s mortgage portfolio for low- and middle-income customers has reached EGP 6bn, serving more than 34,000 beneficiaries.
At the conclusion of the signing ceremony, both parties expressed their commitment to maintaining and expanding their collaboration, confirming that the new protocol represents another step towards enhancing joint efforts in the coming period to support citizens seeking affordable housing.",2025-12-07T09:25:38.172100
"Amazon Egypt expands storage capacity amid rising demand, local manufacturing boom",https://www.dailynewsegypt.com/2025/12/07/amazon-egypt-expands-storage-capacity-amid-rising-demand-local-manufacturing-boom/,,2025-12-07,,710,0.912598192691803,"Egypt has endured one of the most challenging economic periods in its recent history over the past two years. Surging inflation and sharp exchange-rate volatility have reshaped consumer behaviour, pushing households to prioritise essential goods over discretionary spending. According to Omar Elsahy, General Manager of Amazon Egypt, this shift has been clearly reflected in purchasing trends on Amazon.eg.
“Demand for essential goods, particularly food items and basic household products, has grown tremendously,” Elsahy told Daily News Egypt. “Our priority was to strengthen our presence in these categories to ensure that Egyptian families could access the essentials they rely on every day.”
At the same time, he noted, an unexpected trend has taken hold: a significant rise in the availability and quality of locally manufactured products. Egyptian factories and artisans have increased production across sectors such as apparel, home goods and personal accessories, offering high-quality items at more accessible prices.
“The rise of local manufacturing has been transformative for Egyptian e-commerce,” Elsahy said. “Customers are increasingly choosing local products not just for price, but for quality and uniqueness. Supporting these entrepreneurs is part of Amazon’s DNA, hence our dedicated storefronts and programmes for Egyptian SMEs. When local sellers succeed, customers get better selection, communities flourish, and the digital economy grows stronger. Despite economic challenges, this vibrant seller community has contributed significantly to e-commerce growth over the past three years.”
Elsahy revealed that Amazon’s storage footprint in Egypt has now expanded to more than 100,000 cubic metres. “This includes our main fulfilment centres in 10th of Ramadan and on the Suez Road, supported by several additional operational sites run through local partners.”
One of the newest facilities, he added, offers storage capacity equivalent to ten football fields, underlining Amazon’s long-term investment in Egypt’s digital infrastructure. “These expansions are not a temporary reaction to rising demand. They are part of a forward-looking strategy to prepare for the next three years of growth.”
Much of this strategy is rooted in Egypt’s progress in financial inclusion, logistics development and its advancing digital economy, all critical to enabling faster, more reliable e-commerce operations.
Since Amazon launched in Egypt in 2021, collaboration with government authorities has intensified. Elsahy described it as a “shared vision” aimed at strengthening the digital economy and empowering local manufacturers and sellers.
He noted that the Prime Minister’s meeting with Amazon’s global CEO in April served as a progress review to ensure that expansion plans align with the government’s digital-transformation and financial-inclusion agenda. “Government support has been crucial,” he said. “It facilitated licensing, enhanced the regulatory environment and enabled smoother business operations.”
Amazon has also broadened cooperation with chambers of commerce and SME-support programmes, integrating hundreds of factories and companies into its seller network. As a result, more Egyptian products are reaching wider audiences on Amazon.eg.
Financial solutions have become an increasingly important part of Amazon’s customer offering in Egypt. The company has expanded payment options through strategic partnerships with financial-service providers including Valu and several banks.
“Egyptian customers are looking for flexibility in how they pay, particularly for higher-value purchases,” Elsahy explained. “Our collaborations allow customers to spread payments over time, making more products accessible to more people.” These partnerships have introduced innovative tools, especially during major sale events such as the White Friday Sale—including 0% interest instalments, buy-now-pay-later options and exclusive discounts for specific bank cards.
“Every investment decision we make centres on customer needs,” he emphasised. “We continuously evaluate these collaborations to ensure they help customers get what they need, when they need it, at prices they can afford. That is the lens through which we view all our business decisions.”
Addressing speculation about robots, drones and other futuristic technologies, Elsahy clarified that most of Amazon’s innovation happens behind the scenes. Visible tools—such as warehouse robots or drone delivery—are not what ultimately define service quality. “What truly elevates the customer experience is faster fulfilment, higher accuracy and better availability.”
Despite economic volatility, Elsahy remains optimistic. “Egypt has tremendous potential, with strong customer demand across many categories. We grow thoughtfully, but never before we are ready to deliver a great customer experience.” His closing message reflects Amazon’s global philosophy: “Every decision begins with one question, does it serve the customer? If the answer is yes, we move. If not, we wait.”",2025-12-08T09:30:07.900214
"Amazon Egypt expands storage capacity amid rising demand, local manufacturing boom",https://www.dailynewsegypt.com/2025/12/07/amazon-egypt-expands-storage-capacity-amid-rising-demand-local-manufacturing-boom/,,2025-12-07,,710,0.912598192691803,"Egypt has endured one of the most challenging economic periods in its recent history over the past two years. Surging inflation and sharp exchange-rate volatility have reshaped consumer behaviour, pushing households to prioritise essential goods over discretionary spending. According to Omar Elsahy, General Manager of Amazon Egypt, this shift has been clearly reflected in purchasing trends on Amazon.eg.
“Demand for essential goods, particularly food items and basic household products, has grown tremendously,” Elsahy told Daily News Egypt. “Our priority was to strengthen our presence in these categories to ensure that Egyptian families could access the essentials they rely on every day.”
At the same time, he noted, an unexpected trend has taken hold: a significant rise in the availability and quality of locally manufactured products. Egyptian factories and artisans have increased production across sectors such as apparel, home goods and personal accessories, offering high-quality items at more accessible prices.
“The rise of local manufacturing has been transformative for Egyptian e-commerce,” Elsahy said. “Customers are increasingly choosing local products not just for price, but for quality and uniqueness. Supporting these entrepreneurs is part of Amazon’s DNA, hence our dedicated storefronts and programmes for Egyptian SMEs. When local sellers succeed, customers get better selection, communities flourish, and the digital economy grows stronger. Despite economic challenges, this vibrant seller community has contributed significantly to e-commerce growth over the past three years.”
Elsahy revealed that Amazon’s storage footprint in Egypt has now expanded to more than 100,000 cubic metres. “This includes our main fulfilment centres in 10th of Ramadan and on the Suez Road, supported by several additional operational sites run through local partners.”
One of the newest facilities, he added, offers storage capacity equivalent to ten football fields, underlining Amazon’s long-term investment in Egypt’s digital infrastructure. “These expansions are not a temporary reaction to rising demand. They are part of a forward-looking strategy to prepare for the next three years of growth.”
Much of this strategy is rooted in Egypt’s progress in financial inclusion, logistics development and its advancing digital economy, all critical to enabling faster, more reliable e-commerce operations.
Since Amazon launched in Egypt in 2021, collaboration with government authorities has intensified. Elsahy described it as a “shared vision” aimed at strengthening the digital economy and empowering local manufacturers and sellers.
He noted that the Prime Minister’s meeting with Amazon’s global CEO in April served as a progress review to ensure that expansion plans align with the government’s digital-transformation and financial-inclusion agenda. “Government support has been crucial,” he said. “It facilitated licensing, enhanced the regulatory environment and enabled smoother business operations.”
Amazon has also broadened cooperation with chambers of commerce and SME-support programmes, integrating hundreds of factories and companies into its seller network. As a result, more Egyptian products are reaching wider audiences on Amazon.eg.
Financial solutions have become an increasingly important part of Amazon’s customer offering in Egypt. The company has expanded payment options through strategic partnerships with financial-service providers including Valu and several banks.
“Egyptian customers are looking for flexibility in how they pay, particularly for higher-value purchases,” Elsahy explained. “Our collaborations allow customers to spread payments over time, making more products accessible to more people.” These partnerships have introduced innovative tools, especially during major sale events such as the White Friday Sale—including 0% interest instalments, buy-now-pay-later options and exclusive discounts for specific bank cards.
“Every investment decision we make centres on customer needs,” he emphasised. “We continuously evaluate these collaborations to ensure they help customers get what they need, when they need it, at prices they can afford. That is the lens through which we view all our business decisions.”
Addressing speculation about robots, drones and other futuristic technologies, Elsahy clarified that most of Amazon’s innovation happens behind the scenes. Visible tools—such as warehouse robots or drone delivery—are not what ultimately define service quality. “What truly elevates the customer experience is faster fulfilment, higher accuracy and better availability.”
Despite economic volatility, Elsahy remains optimistic. “Egypt has tremendous potential, with strong customer demand across many categories. We grow thoughtfully, but never before we are ready to deliver a great customer experience.” His closing message reflects Amazon’s global philosophy: “Every decision begins with one question, does it serve the customer? If the answer is yes, we move. If not, we wait.”",2025-12-08T09:30:51.749614
"Amazon Egypt expands storage capacity amid rising demand, local manufacturing boom",https://www.dailynewsegypt.com/2025/12/07/amazon-egypt-expands-storage-capacity-amid-rising-demand-local-manufacturing-boom/,,2025-12-07,,710,0.912598192691803,"Egypt has endured one of the most challenging economic periods in its recent history over the past two years. Surging inflation and sharp exchange-rate volatility have reshaped consumer behaviour, pushing households to prioritise essential goods over discretionary spending. According to Omar Elsahy, General Manager of Amazon Egypt, this shift has been clearly reflected in purchasing trends on Amazon.eg.
“Demand for essential goods, particularly food items and basic household products, has grown tremendously,” Elsahy told Daily News Egypt. “Our priority was to strengthen our presence in these categories to ensure that Egyptian families could access the essentials they rely on every day.”
At the same time, he noted, an unexpected trend has taken hold: a significant rise in the availability and quality of locally manufactured products. Egyptian factories and artisans have increased production across sectors such as apparel, home goods and personal accessories, offering high-quality items at more accessible prices.
“The rise of local manufacturing has been transformative for Egyptian e-commerce,” Elsahy said. “Customers are increasingly choosing local products not just for price, but for quality and uniqueness. Supporting these entrepreneurs is part of Amazon’s DNA, hence our dedicated storefronts and programmes for Egyptian SMEs. When local sellers succeed, customers get better selection, communities flourish, and the digital economy grows stronger. Despite economic challenges, this vibrant seller community has contributed significantly to e-commerce growth over the past three years.”
Elsahy revealed that Amazon’s storage footprint in Egypt has now expanded to more than 100,000 cubic metres. “This includes our main fulfilment centres in 10th of Ramadan and on the Suez Road, supported by several additional operational sites run through local partners.”
One of the newest facilities, he added, offers storage capacity equivalent to ten football fields, underlining Amazon’s long-term investment in Egypt’s digital infrastructure. “These expansions are not a temporary reaction to rising demand. They are part of a forward-looking strategy to prepare for the next three years of growth.”
Much of this strategy is rooted in Egypt’s progress in financial inclusion, logistics development and its advancing digital economy, all critical to enabling faster, more reliable e-commerce operations.
Since Amazon launched in Egypt in 2021, collaboration with government authorities has intensified. Elsahy described it as a “shared vision” aimed at strengthening the digital economy and empowering local manufacturers and sellers.
He noted that the Prime Minister’s meeting with Amazon’s global CEO in April served as a progress review to ensure that expansion plans align with the government’s digital-transformation and financial-inclusion agenda. “Government support has been crucial,” he said. “It facilitated licensing, enhanced the regulatory environment and enabled smoother business operations.”
Amazon has also broadened cooperation with chambers of commerce and SME-support programmes, integrating hundreds of factories and companies into its seller network. As a result, more Egyptian products are reaching wider audiences on Amazon.eg.
Financial solutions have become an increasingly important part of Amazon’s customer offering in Egypt. The company has expanded payment options through strategic partnerships with financial-service providers including Valu and several banks.
“Egyptian customers are looking for flexibility in how they pay, particularly for higher-value purchases,” Elsahy explained. “Our collaborations allow customers to spread payments over time, making more products accessible to more people.” These partnerships have introduced innovative tools, especially during major sale events such as the White Friday Sale—including 0% interest instalments, buy-now-pay-later options and exclusive discounts for specific bank cards.
“Every investment decision we make centres on customer needs,” he emphasised. “We continuously evaluate these collaborations to ensure they help customers get what they need, when they need it, at prices they can afford. That is the lens through which we view all our business decisions.”
Addressing speculation about robots, drones and other futuristic technologies, Elsahy clarified that most of Amazon’s innovation happens behind the scenes. Visible tools—such as warehouse robots or drone delivery—are not what ultimately define service quality. “What truly elevates the customer experience is faster fulfilment, higher accuracy and better availability.”
Despite economic volatility, Elsahy remains optimistic. “Egypt has tremendous potential, with strong customer demand across many categories. We grow thoughtfully, but never before we are ready to deliver a great customer experience.” His closing message reflects Amazon’s global philosophy: “Every decision begins with one question, does it serve the customer? If the answer is yes, we move. If not, we wait.”",2025-12-08T09:31:35.261370
GAFI launches guideline for cash investment Incentive to support industrial projects,https://www.dailynewsegypt.com/2025/12/07/gafi-launches-guideline-for-cash-investment-incentive-to-support-industrial-projects/,,2025-12-07,,390,0.0,"Hossam Heiba, CEO of the General Authority for Investment and Free Zones (GAFI), announced the release of the official guideline for the new cash investment incentive dedicated to industrial projects. The initiative reflects the government’s commitment to transparency, clarity, streamlined procedures, and accessible information for investors.
Heiba confirmed that the guideline is now available to all investors and can be accessed via the email link:
[email protected]
. He added that the committee responsible for administering the incentive has begun receiving applications through the same channel.
According to Heiba, the incentive represents one of the most significant mechanisms for attracting foreign direct investment, as it provides eligible investors with a direct cash payment disbursed after taxes are paid. The value of the incentive is linked to the volume of foreign financing allocated to the project, which must account for at least 50% of the project’s total capital. In addition, eligible projects must ensure that industrial products listed in the schedule attached to the Cabinet decision represent no less than 50% of their annual turnover.
GAFI previously issued Decision No. 675 of 2025 establishing the committee tasked with granting the cash investment incentive for industrial projects. The committee is chaired by a GAFI representative and includes members from the Industrial Development Authority, the Industrial Modernisation Centre, the Ministry of Finance, the Ministry of Industry, the Central Bank of Egypt, and the Egyptian Tax Authority.
The committee’s responsibilities include assessing applications, issuing decisions, granting eligibility certificates, providing annual approvals for incentive disbursement, and issuing preliminary approvals in accordance with Cabinet Decision No. 77 of 2023.
Heiba noted that, consistent with the state’s strategy to support the industrial sector, localize manufacturing, and enhance the competitiveness of Egyptian products as a driver of economic growth, Law No. 160 of 2023 was enacted to amend certain provisions of the Investment Law. The amendment added Article 11 (bis), which provides industrial investment projects with a cash incentive without affecting other incentives already granted by the law. Cabinet Decision No. 77 of 2023 further defined the requirements, controls, and criteria for implementing the incentive—from eligibility conditions and classifications to disbursement and oversight mechanisms.
The decision also allows industrial projects to obtain a preliminary approval valid for three years, giving investors added assurance that they will receive the incentive even if regulatory changes occur during the implementation period.",2025-12-08T09:31:40.985575
